E043DB	Shenzhen ViewAt
ECC38A	Accuenergy
D48FAA	Sogecam
38A95F	Actifio
A0DDE5	Sharp
94A7BC	BodyMedia
6C9B02	Nokia
C89383	Embedded Automation
D49E6D	Wuhan Zhongyuan Huadian Science
94F720	Tianjin Deviser
EC2368	IntelliVoice
04DD4C	Velocytech
B4C810	UMPI Elettronica
38580C	Panaccess Systems
24AF54	NEXGEN Mediatech
F0F9F7	IES
CC0CDA	Miljovakt
C01242	Alpha Security
90507B	Advanced PANMOBIL Systems
00B5D6	Omnibit
F893F3	Volans
7C3E9D	Patech
4C60D5	airPointe Of New Hampshire
D45297	nSTREAMS
78EC22	Shanghai Qihui Telecom
F8D756	Simm Tronic
E087B1	Nata-Info
A8B1D4	Cisco
4CBAA3	Bison
EC7C74	Justone
3C1A79	Huayuan
30E48E	Vodafone UK
08512E	Orion Diagnostica
9CF61A	UTC Fire and Security
C802A6	Beijing Newmine
C84C75	Cisco
284C53	Intune Networks
102D96	Looxcie
3037A6	Cisco
ACEA6A	Genix Infocomm
5C35DA	There
005218	Wuxi Keboda
08F2F4	Net One Partners
68EFBD	Cisco
183BD2	BYD Precision Manufacture
F45595	HENGBAO
C08B6F	S I Sistemas Inteligentes Eletr?nicos
BCA9D6	Cyber-Rain
0CDDEF	Nokia
80C63F	Remec Broadband Wireless
F09CBB	RaonThink
FCE23F	Clay Paky
B0E39D	CAT System
78A6BD	DAEYEON Control&Instrument
481249	Luxcom
B43DB2	Degreane Horizon
C4823F	Fujian Newland Auto-ID
F4C795	WEY Elektronik
087695	Auto
ACCE8F	HWA YAO
042F56	ATOCS
084E1C	H2A Systems
A4B121	Arantia 2010 S.L
9889ED	Anadem Information
147373	Tubitak Uekae
982D56	Resolution Audio
00A2DA	INAT
6C3E9C	KE Knestel Elektronik
F89D0D	Control
1010B6	McCain
081FF3	Cisco
5CE286	Nortel Networks
2CCD27	Precor
6C5E7A	Ubiquitous Internet Telecom
D828C9	General Electric Consumer and
C86C1E	Display Systems
EC6C9F	Chengdu Volans
CCCC4E	Sun Fountainhead USA
60D30A	Quatius
BC9DA5	DASCOM
942E63	Fins?cur
C8D2C1	Jetlun
F0BCC8	MaxID
406186	Micro-Star
74E537	Radspin
7C08D9	Shanghai B-Star
448E81	VIG
2046F9	Advanced Network Devices
0C8230	Shenzhen Magnus
50934F	Gradual Tecnologia
34EF8B	NTT
38E98C	Reco S.p.A
F02408	Talaris
A06986	Wellav
F02FD8	Bi2-Vision
C86CB6	Optcom
C45976	Fugoo Coorporation
B0C8AD	People Power
A870A5	UniComm
80177D	Nortel Networks
E8DAAA	VideoHome
647D81	Yokota
8891DD	Racktivity
C4198B	Dominion Voting Systems
C83A35	Tenda
F4ACC1	Cisco
584CEE	Digital One
E064BB	DigiView S.r.l
4C63EB	Application Solutions
C01E9B	Pixavi
64168D	Cisco
24D2CC	SmartDrive Systems
7C6C8F	AMS Neve
C4E17C	U2S
A8C222	TM-Research
50252B	Nethra Imaging
A4DA3F	Bionics
9C4E8E	ALT Systems
448312	Star-Net
687924	ELS-GmbH
38BB23	OzVision America
003A99	Cisco
04C05B	Tigo Energy
5C1437	Thyssenkrupp Aufzugswerke
9C55B4	I.S.E. S.r.l
DC2C26	Iton
4CC452	Shang Hai Tyd. Electon
F0C24C	Zhejiang FeiYue Digital
08184C	A. S. Thomas
5CE223	Delphin
FC6198	NEC Personal
F871FE	Goldman Sachs Group
D8C3FB	Detracom
201257	Most Lucky Trading
D49C28	JayBird
A03A75	PSS Belgium N.V
746B82	Movek
0C8411	A.O. Smith Water
F8E968	Egker Kft
E8DFF2	PRF
006440	Cisco
D0E40B	Wearable
AC867E	Create New
58F67B	Xia Men UnionCore
A02EF3	United Integrated
A8CE90	CVC
00271F	MIPRO
00271A	Geenovo
002714	Grainmustards
002717	CE DigitalCo
002708	Nordiag ASA
002701	IncOstartec
002702	SolarEdge
0026FB	AirDio Wireless
0026F5	XRPLUS
002632	Instrumentation d.d
00262C	IKT Advanced s.r.o
002626	Geophysical Survey Systems
00261F	SAE Magnetics
002620	ISGUS
00261A	Femtocomm System
002613	Engel Axil S.L
00260D	Mercury Systems
0025D8	Korea Maintenance
0025CC	Mobile Korea
0025C5	Star Link
0025C6	kasercorp
0025C0	ZillionTV
0025B4	Cisco
0025B9	Cypress Solutions
0025AD	Manufacturing Resources
002600	TEAC Australia
002607	Enabling
0025FB	Tunstall Healthcare
0025FA	J&M Analytik
0025F6	netTALK.com
0025EF	I-TEC
0025E9	i-mate Development
002690	I DO IT
00268A	Terrier SC
002689	General Dynamics Robotic Systems
002684	Kisan System
002683	Ajoho
00267D	A-Max Macao Commercial Offshore
002677	Deif
002671	AUTOVISION
00266A	Essensium
0026EF	Technology Advancement Group
0026E9	SP
0026DC	Optical Systems Design
0026D6	Ningbo Andy Optoelectronic
0026CF	Deka R&D
0026D0	Semihalf
0026CA	Cisco
0026C9	Proventix Systems
0026C3	Insightek
002664	Core System Japan
002658	T-Platforms
002645	Circontrol S.A
00263F	LIOS
002639	T.M
0026B3	Thales
0026AD	Arada Systems
0026A9	Strong
0026A3	FQ Ingenieria
00269C	Itus Japan
002696	NOOLIX
002484	Bang and Olufsen Medicom
002486	DesignArt Networks
00247F	Nortel Networks
002478	Mag
002471	Fusion MultiSystems dba Fusion-io
002473	3Com
002460	Giaval Science Development
00245B	Raidon
00244E	RadChips
002447	Kaztek Systems
002442	Axona
00243D	Emerson Appliance Motors and Controls
002528	Daido Signal
002523	OCP
00251E	Rotel
002519	Viaas
002514	PC Worth Int'l
00250D	GZT Telkom-Telmor sp. z o.o
002506	A.I. Antitaccheggio Italia SRL
002508	Maquet Cardiopulmonary
00257A	CAMCO Produktions- und Vertriebs-GmbH f?r Beschallungs- und Beleuchtungsanlagen
00257F	CallTechSolution
002573	ST
00256E	Van Breda B.V
00256D	Broadband Forum
002560	Ibridge Networks
00255B	CoachComm
0024E2	Hasegawa Electric
0024DB	Alcohol Monitoring Systems
0024CF	Inscape Data
0024C8	Broadband Solutions Group
0024C3	Cisco
0024C0	NTI Comodo
0024B6	Seagate
0024BB	CENTRAL
0024B1	Coulomb
0024AA	Dycor
0024A3	Sonim
00249E	ADC-Elektronik
00248B	Hybus
002492	Motorola
002497	Cisco
002554	Pixel8 Networks
00254D	Singapore
00254E	Vertex Wireless
002537	Runcom
00253E	Sensus Metering Systems
002541	Maquet Critical Care
00252D	Kiryung
0025A6	Central Network Solution
0025A1	Enalasys
00259A	CEStronics
002593	DatNet Informatikai Kft
002594	Eurodesign
00258E	Weather Channel
00258A	Pole/Zero
002589	Hills
002584	Cisco
002501	JSC Supertel
0024FA	Hilger u. Kern
0024F5	NDS Surgical Imaging
0024EE	Wynmax
0024E7	Plaster Networks
0023F2	TVLogic
0023E8	Demco
0023E1	Cavena Image
0023DC	Benein
0023DB	saxnet
0023C9	Sichuan Tianyi Information Science & Stock
0023CE	Kita Denshi
0023D5	WAREMA
002421	Micro-Star
002414	Cisco
002415	Magnetic Autocontrol
00240F	Ishii Tool
002408	Pacific Biosciences
002402	Op-Tection
0023FC	Ultra Stereo
0023CF	Cummins-Allison
0023C2	SAMSUNG
0023B6	Securite / Honeywell
0023BC	EQ-Sys
0023AA	HFR
0023A9	Beijing Detianquan
00233C	Alflex
00233B	C-Matic Systems
002335	Linkflex
00232D	SandForce
002328	Alcon Telecom
002321	Avitech
0022F8	PIMA
00231F	Guangda
0022E6	Intelligent Data
0022E0	Atlantic S.r.L
0022DF	TAMUZ Monitors
0022DA	Anatek
0022D3	Hub-Tech
0022CD	Ared
0022C4	epro
0022C9	Lenord
0022BF	SieAmp Group Of Companies
0022B9	Analogix Seminconductor
0022BA	HUTH Elektronik Systeme
00239D	Mapower
002392	Proteus
00238D	Techno Design
002388	V.T. Telematica S.p.a
002383	InMage Systems
00237C	Neotion
002324	G-PRO
002431	Uni-v
00241B	iWOW
002422	Knapp Logistik Automation
002427	SSI
002373	GridIron Systems
002367	UniControls a.s
00236E	Burster
00236D	ResMed
002360	Lookit
00235B	Gulfstream
002316	Kisan
00230F	Hirsch
00230A	ARBURG
002309	Janam
002303	LITE-ON IT
0022F2	SunPower
0022ED	TSI Power
00228D	GBS Laboratories
002287	Titan Wireless
002288	Sagrad
002281	Daintree Networks
00227A	Telecom Design
00226B	Cisco-Linksys
00225D	Digicable Network India
00225C	Multimedia
00216F	SymCom
002169	Prologix
002156	Cisco
002150	Eyeview
00214A	Pixel Velocity
0021A3	Micromint
002199	Vacon
002195	GWD Media
00218F	Avantgarde Acoustic Lautsprechersysteme
002188	EMC
002182	SandLinks Systems
002175	Pacific Satellite
00222A	SoundEar
00221E	Media Devices
002225	Thales Avionics
002212	CAI Networks
00220B	National Source Coding Center
002205	WeLink Solutions
002206	Cyberdyne
0022B3	Sei S.p.A
0022AC	Hangzhou Siyuan
0022A7	Tyco
0022A0	Delphi
00229A	Lastar
002299	SeaMicro
0021FA	A4SP
0021F4	INRange Systems
0021ED	Telegesis
0021E7	Informatics
0021DB	Santachi Video
0021E1	Nortel Networks
0021D5	X2E
0021DA	Automation Group
0021CE	NTC-Metrotek
0021C8	LOHUIS Networks
0021C2	GL
0021BB	Riken Keiki
0021B5	Galvanic
0021AF	Radio Frequency Systems
0021B6	Triacta Power
0021A9	Mobilink Telecom
0021A8	Telephonics
00210D	Samsin Innotec
002141	Radlive
002137	Bay Controls
00212D	Scimolex
002133	Building B
002121	VRmagic
002126	Shenzhen Torch Equipment
002257	3Com
00224E	SEEnergy
002247	DAC
00223D	JumpGen Systems
002237	Shinhint Group
002238	Logiplus
002231	SMT&C
00222B	Nucomm
001EF6	Cisco
001EEA	Sensor Switch
001EEF	Cantronic
001EDE	BYD
001EE3	T&W
001EDD	Wasko S.A
001ED9	Mitsubishi Precision
001ED4	Doble
001ED3	Dot Int'l
001ECD	KYLAND
001EC6	Obvius Holdings
001F9D	Cisco
001FA2	Datron World
001F91	DBS Lodging
001F96	Aprotech
001F8F	Shanghai Bellmann Digital Source
001F85	Apriva ISS
001F87	Skydigital
001F86	digEcor
001F80	Lucas Holding
001F3E	RP-Technik e.K
001F42	Etherstack
001F39	Construcciones y Auxiliar de Ferrocarriles
001F2B	Orange Logic
001F2C	Starbridge Networks
001F26	Cisco
001F1A	Prominvest
001EC1	3Com
001EBA	High Density Devices
001EB3	Primex Wireless
001EB4	Unifat
001EA8	Datang Mobile Equipment
001E9C	Fidustron
001E95	Sigmalink
001E96	Sepura
001E8B	Infra Access Korea
001FEF	Shinsei
001FE8	KURUSUGAWA
001FDC	Mobile Safe Track
001FD7	Telerad
001FCB	NIW Solutions
001F77	Heol Design
001F73	Teraview
001F6D	Cisco
001F61	Talent Networks
001F66	Planar
001F5A	Beckwith Electric
001F53	GEMAC Gesellschaft f?r Mikroelektronikanwendung Chemnitz mbH
001F4E	ConMed Linvatec
001F54	Lorex
001F47	MCS Logic
001FD2	Commtech Macao Commercial Offshore
001FBF	Fulhua Microelectronics. Taiwan Branch
001FAC	Goodmill Systems
00211A	LInTech
002113	Padtec S/A
002114	Hylab
00210E	Orpak Systems L.t.d
00210A	byd:sign
002104	Gigaset
001FFB	Green Packet Bhd
001FF6	PS Audio
001F19	BEN-RI
001F13	S.& A.S
001F0F	Select
001EFD	Microbit 2.0
001F02	Pixelmetrix
001EF0	Gigafin Networks
001D2C	Wavetrend
001D27	NAC-Intercom
001D18	Power Innovation
001D13	NextGTV
001D0C	MobileCompia
001D06	HM
001D05	Eaton
001E62	Siemon
001E5D	Holosys d.o.o
001E56	Bally Wulff
001E50	Battistoni
001E4A	Cisco
001D85	Call Direct Cellular Solutions
001D80	Beijing Huahuan
001D68	Thomson Telecom Belgium
001D6F	Chainzone
001D76	Eyeheight
001D7B	Ice Energy
001D75	Radioscape
001D63	Miele & Cie
001D5C	Tom
001D55	ZANTAZ
001DC8	Navionics
001DC1	Audinate L
001DBB	Dynamic System
001DAB	SwissQual License
001E86	MEL
001E7F	CBM Of America
001E7A	Cisco
001E79	Cisco
001E6F	Magna-Power
001E69	Thomson
001D56	Kramer
001D50	Spinetix
001D4B	Grid Connect
001D46	Cisco
001D3F	Mitron
001D39	Moohadigital
001D3A	mh acoustics
001D33	Maverick Systems
001E09	ZEFATEK
001E04	Hanson
001DF7	R. STAHL Schaltger?te
001DF8	Webpro Vision
001DF1	Intego Systems
001DEA	Commtest Instruments
001DDB	C-BEL
001DE5	Cisco
001DA4	Hangzhou System
001D9F	MATT R.P.Traczynscy Sp.J
001D92	Micro-Star
001D91	Digitize
001D8C	La Crosse
001E39	Comsys
001E34	CryptoMetrics
001E2D	Stim
001E26	Digifriends
001E1A	Best Source Taiwan
001E14	Cisco
001E0A	Syba
001C61	Galaxy Microsystems
001C55	Shenzhen Kaifa
001C5A	Advanced Relay
001C44	Bosch Security Systems
001C4B	Gener8
001C38	Bio-Rad Laboratories
001C3D	WaveStorm
001C3F	International Police
001C3E	ECKey
001C31	Mobile XP
001C2C	Synapse
001CF9	Cisco
001CF3	EVS Broadcast Equipment
001CF4	Media Systems
001CED	Environnement
001CE3	Optimedical Systems
001CDC	Custom
001CD0	Circleone
001BF5	Tellink Sistemas de Telecomunicaci?n S.L
001BF0	Value Platforms
001BE8	Ultratronik
001BE1	ViaLogy
001BDC	Vencer
001BD5	Cisco
001BCE	Measurement Devices
001C94	LI-CoR Biosciences
001C8E	Alcatel-Lucent IPD
001C8D	Mesa Imaging
001C88	Transystem
001C83	New Level Telecom
001C7A	Perfectone Netware
001C7B	Castlenet
001C79	Cohesive Financial
001C74	Syswan
001C6D	Kyohritsu
001C68	Anhui Sun Create
001CC9	Kaise
001CCA	Shanghai Gaozhi Science & Development
001CBD	Ezze Mobile
001CB8	CBC
001CAD	Wuhan Telecom Devices
001CAE	WiChorus
001CA7	International Quartz
001CA0	Production Resource Group
001C9B	FEIG
001B69	Equaline
001B64	IsaacLandKorea
001B5D	Vololink
001B56	Tehuti Networks
001B51	Vector
001B45	ABB
001B4A	W&W
001B43	Beijing DG Telecom equipment
001B3E	Curtis
001B37	Computec
001B2B	Cisco
001BC9	FSN Display
001BC2	Integrated Control Limitied
001BBC	Silver Peak Systems
001BBD	FMC Kongsberg Subsea
001BB3	Condalo
001BB8	Blueway
001BAC	Curtiss Wright Controls Embedded Computing
001BB2	Intellect
001BA5	MyungMin Systems
001BA0	Awox
001B99	KS System
001C1B	Hyperstone
001C0F	Cisco
001C08	Echo360
001C02	Pano Logic
001C01	ABB Drives
001C03	Betty TV
001B92	l-acoustics
001B8D	Electronic Systems
001B88	Divinet Access
001B83	Finsoft
001B7C	A & R Cambridge
001B76	Ripcode
001B75	Hypermedia Systems
001B70	IRI Ubiteq
001A18	Advanced Simulation
001A0A	Adaptive Micro-Ware
001A05	Optibase
001A03	Angel
0019FE	Shenzhen Seecomm
0019F9	TDK-Lambda
0019ED	Axesstel
0019F4	Convergens
001A79	Telecomunication
001A99	Smarty Information
001A9B	ADEC & Parter
001A94	Votronic
001A83	Pegasus
001A7E	LN Srithai
001AF1	Embedded Artists
001AF6	Woven Systems
001AEC	Keumbee
001AE0	Mythology Express
001AE5	Mvox
001AD2	Eletronica Nitron
001AD9	International Broadband Electric
001ACB	Autocom
001ACD	Tidel
001A46	Digital Multimedia
001A3A	Dongahelecomm
001A41	INOCOVA
001A2E	Ziova Coporation
001A33	ASI
001A1D	PChome Online
001A24	Galaxy Telecom
0019A5	RadarFind
0019AC	GSP SysTEMS
0019B1	Arrow7
00199E	Nifty
0019A0	Nihon Data Systens
001994	Jorjin
0019E8	Cisco
0019DA	Welltrans O&E
0019DC	ENENSYS
0019C9	S&C Electric
0019CE	Progressive Gaming
0019D5	IP Innovations
0019C4	Infocrypt
0019BF	Citiway
0019BD	New Media Life
0019B8	Boundary Devices
001B26	RON-Telecom ZAO
001B1C	Coherent
001B1A	e-trees Japan
001B15	Voxtel
001B09	Matrix Telecom
001B0E	InoTec Organisationssysteme
001B07	Mendocino
001B02	ED
001AFB	Joby
001A74	Procare
001A6D	Cisco
001A68	Weltec
001A61	PacStar
001A54	Hip Shing
001A59	Ircona
001A4D	Giga-Byte
001A52	Meshlinx Wireless
001AC6	Micro Control Designs
001ABC	U4EA
001AC1	3Com
001AB0	Signal Networks
001AB5	Home Network System
001AA9	Fujian Star-NET
00183C	Encore
001841	High
001843	Dawevision
001837	Universal ABIT
001826	Cale Access
00182B	Softier
001818	Cisco
00181A	AVerMedia Information
00181F	Palmmicro
001804	E-TEK Digital
001807	Fanstel
00180C	Optelian Access Networks
0017FF	PLAYLINE
0017F1	Renu
0017F8	Motech
0017D4	Monsoon Multimedia
0017D9	AAI
0017E0	Cisco
001920	KUME electric
001925	Intelicis
001912	Welcat
001914	Winix
001919	ASTEL
00190D	IEEE 1394c
001901	F1MEDIA
001906	Cisco
0018F5	Shenzhen Streaming Video
0018F7	Kameleon
0018FC	Altec
001981	Vivox
001983	CCT R&D
001975	Beijing Huisen networks
00197C	Riedel
001970	Z-Com
001964	Doorking
00195F	Valemount Networks
001953	Chainleader
001958	Bluetooth SIG
00195A	Jenaer Antriebstechnik
0018F0	JOYTOTO
0018E9	Numata
0018E4	Yiguang
0018DD	Silicondust
0018D8	ARCH METER
0018D1	Siemens Home & Office. Devices
0018D6	Swirlnet
0018CC	Axiohm SAS
0018C7	Real Time Automation
00186C	Neonode
001878	Mackware
001867	Datalogic ADC
00185B	Network Chemistry
00184F	8 Ways
001854	Argard
001856	EyeFi
001848	Vecima Networks
001945	RF Concepts
00194C	Fujian Stelcom Information
001940	Rackable Systems
001934	Trendon Touch
001939	Gigamips
001931	Balluff
0018BB	Eliwell Controls srl
0018B9	Cisco
0018B4	Dawon Media
0018AD	Nidec Sankyo
0018A8	AnNeal
00189C	Weldex
0018A1	Tiqit
001897	JESS-LINK
001892	ads-tec
001890	RadioCOM
001884	Fon S.L
00187F	Zodianet
0016D1	ZAT a.s
0016C3	BA Systems
0016BE	InfRANET
0016B7	Seoul Commtech
0016B2	DriveCam
0016B0	VK
0016AB	Dansensor
0016A6	Dovado FZ-LLC
0017CF	iMCA-GmbH
0017C3	KTF
0017B7	Tonze
0017BC	Touchtunes Music
0017B5	Peerless Systems
001723	Summit Data
00171C	NT MicroSystems
001710	Casa Systems
001715	Qstik
001717	Leica Geosystems
00170B	Contela
0016FF	Wamin Optocomm
001774	Elesta
001779	QuickTel
00177B	Azalea Networks
001764	ATMedia
001766	Accense
00175F	XENOLINK
001751	Online
001758	ThruVision
001745	INNOTZ
00174C	Millipore
00179F	Apricorn
0017A9	Sentivision
001793	Tigi
00178C	Independent Witness
00178E	Gunnebo Cash Automation
001780	Applied Biosystems B.V
001787	Brother
00176B	Kiyon
00BAC0	Biometric Access
001673	Bury
001671	Symphox Information
001665	Cellon France
00166A	TPS
00165E	Precision I/O
001657	Aegate
001659	Z.M.P. Radwag
001658	Fusiontech
001652	Hoatech
001646	Cisco
00164B	Quorion Data Systems
001740	Bluberi Gaming
001736	iiTron
00172F	NeuLion
001728	Selex
00172A	Proware
00169A	Quadrics
0016A1	3Leaf Networks
001693	PowerLink
001695	AVC
00168E	Vimicro
001682	Pro Dex
001687	Chubb CSC-Vendor AP
00167B	Haver&Boecker
0016F3	CAST Information
0016EE	Royaldigital
0016E7	Dynamix Promotions
0016E0	3Com
0016D6	TDA
001525	Chamberlain Access Solutions
001519	StoreAge Networking
001518	Shenzhen 10MOONS Development
001514	Hu Zhou NAVA Networks
00150E	Openbrain
00150F	mingjong
00150D	Hoana Medical
001508	Global Target
0014FC	Extandon
001501	LexBox
0014F5	OSI Security Devices
0014E9	Nortech
0014EE	Western Digital
0014DF	HI-P
0014E4	Infinias
0014D3	Sepsa
0014D8	bio-logic
0014D2	Kyuden Technosystems
0015E0	Ericsson
0015DC	KT&C
0015D5	Nicevt
0015D7	Reti
0015D6	OSLiNK Sp. z o.o
0015C9	Gumstix
0015BD	Group 4
0015B6	ShinMaywa
001581	MAKUS
00156B	Perfisans Networks
001570	Zebra
00155D	Microsoft
00155F	GreenPeak
001564	BEHRINGER Spezielle Studiotechnik
00155E	Morgan Stanley
001558	Foxconn
001551	RadioPulse
001549	Dixtal Biomedica. Com
00154C	Saunders
00154A	Wanshih
00153D	Elim Product
001544	CoM.s.a.t
001531	Kocom
001538	RFID
00161D	Innovative Wireless
00161C	e:cue
00160C	LPL Development S.A. de C.V
001611	Altecon Srl
001612	Otsuka
001605	Yorkville Sound
0015F9	Cisco
001600	CelleBrite Mobile Synchronization
0015ED	Fulcrum Microsystems
0015E1	Picochip
0015E6	MOBILE TECHNIKA
0015B1	Ambient
0015AC	Capelon
0015A7	Robatech
001594	Bixolon
00158D	Jennic
001588	Salutica Allied Solutions Sdn Bhd
0014CC	Zetec
0014C0	Symstream Group
0014C5	Alive
0014B9	Mstar Semiconductor
0014AF	Datasym POS
0014A8	Cisco
00163C	Rebox B.V
00162E	Space Shuttle Hi-Tech
001629	Nivus
001622	BBH Systems
001616	Browan
00161B	Micronet
00135B	PanelLink Cinema
001362	ShinHeung Precision
001351	Niles Audio
001345	Eaton
00134A	Engim
00133E	MetaSwitch
00132B	Phoenix Digital
001332	Beijing Topsec Network Security
001337	Orient Power Home Network
001338	Fresenius-Vial
00137A	Netvox
001381	CHIPS & Systems
001374	Atheros
00136E	Techmetro
001373	BLwave
001367	Narayon
001361	Biospace
001357	Soyal
001326	ECM Systems
001325	Cortina Systems
00131B	BeCell Innovations
00131C	LiteTouch
001309	Ocean Broadband Networks
00130E	Focusrite Audio
0012FC	PLANET System
0012F6	MDK
0012F1	Ifotec
00143E	AirLink
001437	GSTeletech
001430	ViPowER
00142B	Edata
001424	Merry Electrics
00141F	SunKwang
00141A	Deicy
001413	Trebing & Himstedt Prozessautomation
001415	Intec Automation
001414	Jumpnode Systems
001405	OpenIB
00140B	First
0013FE	Grandtec
0013F9	Cavera Systems
0013F2	Klas
0013EC	Netsnapper SARL
0013E1	Iprobe
0013E2	GeoVision
0013D5	RuggedCom
0013DC	Ibtek
0013D0	t+ Medical
0013CB	Zenitel Norway
0013C6	OpenGear
0013C5	Lightron Fiber-Optic Devices
0013BB	Smartvue
0013BF	Media System Planning
0013B5	Wavesat
0013AE	Radiance
0013A2	MaxStream
00139B	ioIMAGE
00139C	Exavera
001396	Acbel Polytech
001389	Redes de Telefon?a M?vil S.A
00149C	HF
0014A3	Vitelec
001497	ZHIYUAN
001496	Phonic
001490	ASP
001489	B15402100 - Jandei
001484	Cermate
00147F	Thomson Telecom Belgium
00147A	Eubus
001473	Bookham
001467	ArrowSpan
001460	Kyocera Wireless
00145B	SeekerNet
00145A	Neratec Solutions
001459	Moram
001454	Symwave
001443	Consultronics
00144A	Taiwan Thick-Film
0011C4	Terminales de Telecomunicacion Terrestre
0011C9	MTT
0011BF	AESYS S.p.A
0011B8	Liebherr - Elektronik
0011AC	Simtec
0011B1	BlueExpert
0011B2	2001
0011A0	Vtech
0011A5	Fortuna
001276	CG Power Systems Ireland
00126F	Rayson
001270	NGES Denro Systems
00126A	OPTOELECTRONICS
001263	Data Voice
00125E	Caen
00125D	CyberNet
001259	Thermo
001254	Spectra Holdings
001253	AudioDev
00129D	First do Brasil
001291	KWS Computersysteme
001296	Addlogix
00128F	Montilio
001282	Qovia
001289	Advance Sterilization
00127D	MobileAria
0011F4	woori-net
0011EE	Estari
0011ED	802 Global
0011E8	Tixi.com
0011DB	Land-Cellular
0011DC	Glunz & Jensen
0011E1	Arcelik A.S
0011CE	Ubisense
0011D5	Hangzhou Sunyard System
001246	T.O.M
00124D	Inducon
001241	a2i marketing center
00123A	Posystech
001234	Camille Bauer
00122E	Signal - AISD
001233	JRC TOKKI
001199	2wcom Systems
00118F	Eutech Instruments
001183	Datalogic ADC
00117C	e-zy.net
001176	Intellambda Systems
0012C0	HotLava Systems
0012B5	Vialta
0012BC	Echolab
0012B6	Santa Barbara Infrared
0012B0	Efore Oyj
0012A4	ThingMagic
0012A9	3Com
0012A3	Trust B.V
001224	NexQL
001229	BroadEasy
00121D	Netfabric
001211	Protechna Herbst
001218	ARUZE
001205	Terrasat
00120A	Emerson Climate
0011FE	Keiyo System
0011F8	AIRAYA
0012EC	Movacolor b.v
0012E5	Time America
0012E0	Codan
0012DF	Novomatic
0012D9	Cisco
0012C6	TGC America
0012CD	ASEM
000FE9	GW
000FDD	Sordin
000FD6	Sarotech
000FD0	Astri
000FCF	DataWind
000FC3	PalmPalm
001144	Assurance
00113E	JL
001131	Unatech
001137	Aichi Electric
00112D	iPulse Systems
001123	Appointech
00111D	Hectrix
000F6C	ADDI-DATA
000F6B	GateWare
000F5F	Nicety
000F5A	Peribit Networks
000F53	Solarflare
000F47	Robox
000F4C	Elextech
001170	GSC SRL
001169	EMS Satcom
001164	ACARD
00115F	ITX Security
00115A	Ivoclar Vivadent
001159	Matisse Networks
001153	Trident Tek
001150	Belkin
001151	Mykotronx
00114A	KAYABA
001110	Maxanna
001117	Cesnet
001104	Telexy
00110B	Franklin Systems
001100	Schneider Electric
000FFE	G-PRO
000FEF	Thales e-Transactions
000FF0	Sunray
000FF5	GN&S
000FCA	A-JIN Techline
000FBD	MRV
000FBE	e-w/you
000FB7	Cavium
000FA4	Sprecher Automation
000FAB	Kyushu
000F9D	DisplayLink
000F98	Avamax
000F8B	Orion MultiSystems
000F8C	Gigawavetech
000F91	Aerotelecom
000F7E	Ablerex
000F85	ADDO-Japan
000F72	Sandburst
000F79	Bluetooth Interest Group
000F19	Boston Scientific
000F0D	Hunt
000F01	Digitalks
000EFA	Optoway Incorporation
000EF3	Smarthome
000EEE	Muco Industrie
000EE7	AAC
000F38	Netstar
000F40	Optical Internetworking Forum
000F33	DUALi
000F2C	Uplogix
000F26	WorldAccxx
000F25	AimValley B.V
000F13	Nisca
000F14	Mindray
000EE1	ExtremeSpeed
000EDB	XiNCOM
000EE2	Custom
000ED5	CoPAN Systems
000EC9	YOKO
000ED0	Privaris
000ED7	Cisco
000EC4	Iskra Transmission d.d
000EC3	Logic Controls
000EBD	Burdick
000EB1	Newcotech
000DAA	S.A.Tehnology
000DA0	Nedap N.V
000D9F	RF Micro Devices
000D9A	Infotec
000D8D	Prosoft
000D8E	Koden
000D84	Makus
000D83	Sanmina-SCI Hungary
000D76	Hokuto Denshi
000D7D	Afco Systems
000E51	tecna elettronica srl
000E4C	Bermai
000E4B	atrium c and i
000E3E	Sun Optronics
000E45	Beijing Newtry
000E39	Cisco
000E32	Kontron Medical
000E2B	Safari
000E2C	Netcodec
000E1F	TCL Networks Equipment
000E26	Gincom
000E1A	JPS
000E19	LogicaCMG
000E13	Accu-Sort Systems
000E0F	Ermme
000E05	Wireless Matrix
000E06	Team Simoco
000E0B	Netac
000DF8	ORGA Kartensysteme
000DFF	Chenming Mold
000DEC	Cisco
000DF3	Asmax Solutions
000DE6	Youngbo
000DE5	Samsung Thales
000DE0	ICPDAS
000DD3	SAMWOO Telecom
000DD4	Symantec
000DD9	Anton Paar
000DCD	Groupe Txcom
000EAA	Scalent Systems
000E9E	Topfield
000EA3	CNCR-IT
000EA4	Certance
000E92	Open Telecom
000E97	Ultracker
000E91	Navico Auckland
000E8B	Astarte
000E84	Cisco
000D6A	Redwood
000D71	boca Systems
000D5E	NEC Personal
000D63	DENT Instruments
000D64	CoMAG Handels
000D57	Fujitsu I-Network Systems
000D52	Comart System
000D51	DivR Systems
000D47	Collex
000DC1	SafeWeb
000DC6	DigiRose
000DBA	Oc? Document
000DB4	Netasq
000DB3	SDO Corperation
000DAE	Samsung Heavy
000DA6	Universal Switching
000E78	Amtelco
000E70	in2 Networks
000E6B	Janitza
000E64	Elphel
000E5D	Triple Play
000E5E	Raisecom
000BE2	Lumenera
000BE7	Comflux
000BD6	Paxton Access
000BD2	Remopro
000BC6	ISAC
